t,firm_id,firm_name,inbound_units,outbound_units,open_orders
10,27,firm33,52680.0,33990.0,42
10,28,firm34,7940.0,0.0,2
10,29,firm36,1806.0,11942.0,7
10,30,firm37,11124.0,368.0,15
10,31,firm39,1840.0,48.0,5
10,32,firm40,41364.0,8022.0,15
10,33,firm42,350.0,26.0,18
10,34,firm43,0.0,0.0,0
10,35,firm44,12842.0,2969.0,54
10,36,firm45,80.0,24.0,3
10,37,firm46,28924.0,294.0,34
10,38,firm47,32232.0,2654.0,52
10,39,firm48,18864.0,424.0,11
10,40,firm49,37128.0,10996.0,10
10,41,firm50,37811.0,5269.0,64
10,42,firm52,4672.0,1084.0,10
10,43,firm53,224.0,12.0,8
10,44,firm54,0.0,1332.0,2
10,45,firm55,148840.0,11097.0,57
10,46,firm56,0.0,0.0,1
10,47,firm57,92838.0,526.0,21
10,48,firm58,1640.0,296.0,3
10,49,firm59,39942.0,4506.0,17
10,50,firm60,0.0,10.0,0
10,51,firm61,168.0,0.0,6
10,52,firm64,6742.0,2516.0,43
10,53,firm66,4284.0,1557.0,10
10,54,firm67,2520.0,516.0,24
10,55,firm68,487.0,78.0,32
10,56,firm69,360.0,48.0,5
10,57,firm70,3139.0,0.0,50
10,58,firm71,32.0,0.0,3
10,59,firm72,4296.0,0.0,20
10,60,firm73,0.0,0.0,3
10,61,firm74,4536.0,0.0,6
10,62,firm76,11027.0,895.0,166
10,63,firm77,21.0,0.0,4
10,64,firm78,33034.0,3033.0,50
10,65,firm80,24182.0,1631.0,65
10,66,firm82,4658.0,618.0,22
10,67,firm83,28.0,0.0,6
10,68,firm84,504.0,83.0,31
10,69,firm86,733.0,0.0,49
10,70,firm87,2088.0,385.0,12
10,71,firm88,1796.0,13.0,19
10,72,firm89,0.0,0.0,1
10,73,firm90,5140.0,150.0,176
10,74,firm91,1501.0,20.0,164
10,75,firm92,286.0,22.0,41
10,76,firm93,30.0,0.0,8
10,77,firm94,0.0,0.0,2
10,78,firm95,274.0,54.0,61
10,79,firm96,12.0,0.0,10
10,80,firm99,17.0,0.0,2
10,81,firm100,5.0,0.0,23
10,82,firm101,21.0,0.0,19
10,83,firm102,318.0,0.0,19
10,84,firm103,476.0,0.0,2
10,85,firm106,82.0,0.0,78
10,86,firm107,840.0,0.0,31
10,87,firm109,426.0,0.0,24
10,88,firm110,328.0,0.0,4
10,89,firm111,0.0,0.0,3
10,90,firm113,80.0,0.0,19
10,91,firm115,63.0,0.0,5
10,92,firm116,920.0,0.0,35
10,93,firm117,276.0,110.0,10
10,94,firm118,0.0,0.0,2
10,95,firm120,4.0,0.0,24
10,96,firm121,56.0,32.0,38
10,97,firm122,62.0,0.0,20
10,98,firm124,53.0,0.0,12
10,99,firm127,28.0,0.0,11
10,100,firm128,12.0,0.0,12
10,101,firm129,0.0,0.0,46
